10 -10 5000
11 -11 5000
12 -12 5000
13 -13 5000
14 -14 5000
15 -15 5000
16 -16 5000
17 -17 5000
18 -18 5000
19 -19 5000
20 -20 5000
21 -21 5000
22 -22 5000
23 -23 5000
24 -24 5000
25 -25 5000
26 -26 5000
27 -27 5000
28 -28 5000
29 -29 5000
30 -30 5000
31 -31 5000
32 -32 5000
33 -33 5000
34 -34 5000
35 -35 5000
36 -36 5000
37 -37 5000
38 -38 5000
39 -39 5000
40 -40 5000
41 -41 5000
42 -42 5000
43 -43 5000
44 -44 5000
45 -45 5000
46 -46 5000
47 -47 5000
48 -48 5000
49 -49 5000
50 -50 5000
51 -51 5000
52 -52 5000
53 -53 5000
54 -54 5000
55 -55 5000
56 -56 5000
57 -57 5000
58 -58 5000
59 -59 5000
60 -60 5000
61 -61 5000
62 -62 5000
63 -63 5000
64 -64 5000
65 -65 5000
66 -66 5000
67 -67 5000
68 -68 5000
69 -69 5000
70 -70 5000
71 -71 5000
72 -72 5000
73 -73 5000
74 -74 5000
75 -75 5000
76 -76 5000
77 -77 5000
78 -78 5000
79 -79 5000
80 -80 5000
81 -81 5000
82 -82 5000
83 -83 5000
84 -84 5000
85 -85 5000
86 -86 5000
87 -87 5000
88 -88 5000
89 -89 5000
90 -90 5000
91 -91 5000
92 -92 5000
93 -93 5000
94 -94 5000
95 -95 5000
96 -96 5000
97 -97 5000
98 -98 5000
99 -99 5000
100 -100 5000
